PR Number,Title,Author,Created At,Merged At,Time to Merge (hrs),Additions,Deletions,URL
1,Add test file for DX setup,dalhougaard,2025-07-18T19:56:11Z,2025-07-18T19:56:19Z,0.0,1,0,https://github.com/dalhougaard/DX/pull/1
